Id,SalePrice
1461,128559.92186314272
1462,148248.62417370715
1463,183140.0377077504
1464,189082.0115076269
1465,196743.28748569134
1466,185922.32146572732
1467,174310.5930472607
1468,176096.2279983784
1469,179327.0071641342
1470,129635.60797278905
1471,205136.92476435314
1472,100716.42833501245
1473,106124.94679922516
1474,150417.07437123876
1475,122913.73195958421
1476,368013.0706190332
1477,249858.8227796234
1478,308902.2655756807
1479,294983.7533697874
1480,438750.67520238087
1481,303520.86919971014
1482,208891.59962273593
1483,187365.33972626756
1484,179610.52607926464
1485,181771.56693708102
1486,200492.64134917356
1487,312425.51401010616
1488,240006.25492150043
1489,206589.27361003443
1490,225501.57753632954
1491,199108.7481274007
1492,104845.02793252906
1493,184770.688431996
1494,290193.52804131876
1495,292199.90826870827
1496,237040.4450757642
1497,183772.84331693023
1498,160708.6236969713
1499,158636.5275150576
1500,161923.27998244154
1501,168821.94619415657
1502,165883.62993771426
1503,273315.90378357354
1504,233895.49230417676
1505,219590.66242602732
1506,182402.26662430336
1507,244861.00769994635
1508,193994.09557255343
1509,157508.32437006367
1510,149300.57957108723
1511,147358.1978598063
1512,167756.22963375814
1513,143624.685651193
1514,154451.0950592752
1515,188642.01124121717
1516,157512.15852706716
1517,151427.48857935454
1518,136561.07488650247
1519,223183.44071039144
1520,138414.33124040405
1521,142722.33775925307
1522,161231.92655578337
1523,116358.89337656765
1524,119016.6291155825
1525,128470.1415476378
1526,126924.73626747025
1527,112649.75726421775
1528,126632.15387581011
1529,141570.0705337329
1530,166466.59855725098
1531,142114.40552860507
1532,108758.50906281221
1533,142567.79570771783
1534,120605.20557235889
1535,149009.67360384736
1536,123025.977318896
1537,109044.51277217454
1538,153714.0530021193
1539,205883.99171001828
1540,131588.69470480375
1541,137338.46332803537
1542,135417.82367742909
1543,185222.93911482592
1544,90264.2303780372
1545,106687.52287213322
1546,131048.27751880938
1547,135127.6705440457
1548,126604.1287147248
1549,116842.7125421771
1550,142092.47317101562
1551,120890.79472442268
1552,150068.41126043507
1553,138153.86083544002
1554,115788.7018008332
1555,173754.44094974955
1556,105467.84202797228
1557,118991.26383297413
1558,104402.59985013248
1559,119381.43241019447
1560,148570.68012443025
1561,151812.14972408325
1562,128281.28097760728
1563,124482.8347186477
1564,167578.82785102946
1565,159323.85094767372
1566,220961.29820738395
1567,92278.79463763401
1568,213951.6533650627
1569,156751.0828811071
1570,142747.8683873885
1571,131001.49954096414
1572,144316.50771718667
1573,232552.93177406339
1574,129708.91736917452
1575,223279.7470286656
1576,254110.41332002394
1577,196932.17776674553
1578,142531.3325484526
1579,147495.2927918646
1580,190539.5434202523
1581,137065.06490429142
1582,127451.34673309726
1583,318238.8007365178
1584,232001.9291633042
1585,143216.58538390006
1586,86596.68588622492
1587,111821.92901196801
1588,143746.45811627863
1589,106281.14850201902
1590,131766.13651125116
1591,106418.5906117489
1592,133041.4362469556
1593,124153.18133787852
1594,133968.54610981277
1595,125135.36369266674
1596,211235.19358891822
1597,168209.76607666214
1598,189897.96593580057
1599,183276.3286400886
1600,191038.89653832262
1601,85429.35614059647
1602,114483.7718790359
1603,104181.22618261428
1604,272698.02622614795
1605,256695.61136633714
1606,166548.63422995622
1607,176935.04827818912
1608,222448.4419146023
1609,195298.32937434118
1610,168245.0688000469
1611,150493.83020561884
1612,190412.4581452895
1613,181417.41079319883
1614,126464.2077081868
1615,93864.37174115163
1616,87558.36737402114
1617,94248.84407849757
1618,123976.61209237103
1619,135650.83263622609
1620,177453.3672807865
1621,142211.99655271386
1622,145160.72157218863
1623,267850.6979193174
1624,218531.6087522923
1625,129855.814613543
1626,169741.50191800113
1627,191477.21038134838
1628,269105.7188156284
1629,179109.02006244555
1630,327089.0133697415
1631,207457.1937950068
1632,241439.46714253453
1633,178495.00177676766
1634,184930.14114584398
1635,182843.17660587918
1636,170679.79641908262
1637,183913.4603028897
1638,197827.09447275804
1639,181395.23499101028
1640,236896.6462247083
1641,176553.65402271945
1642,226246.15069734567
1643,224575.34848111734
1644,227694.84112369904
1645,186966.64102831937
1646,158218.18744268295
1647,163313.64719208755
1648,140589.4202002752
1649,134391.0700166846
1650,125571.12990991693
1651,122427.87249555437
1652,100084.55058410532
1653,101176.7383513495
1654,153269.91637268438
1655,152247.33399289905
1656,148706.7533688298
1657,152236.18491193562
1658,155337.29017547803
1659,129577.88086192567
1660,154732.88146733024
1661,440686.40540546196
1662,345974.7365622454
1663,362267.67342076724
1664,448975.96949007927
1665,318875.6962309513
1666,332250.55366176076
1667,362277.0256338665
1668,330201.4507918672
1669,298144.8946712736
1670,340691.0026314184
1671,263557.70651644503
1672,424362.8664903367
1673,301051.765561769
1674,248322.2975412437
1675,197199.51248732393
1676,196176.96874536976
1677,208205.1395983043
1678,434281.25414056773
1679,374897.3575643378
1680,314810.4187640254
1681,261944.93361542004
1682,313600.2407084388
1683,193819.5015106852
1684,179685.06089953764
1685,180715.75375770175
1686,179992.25432226172
1687,177182.5182122725
1688,188788.5991226124
1689,193152.3183139747
1690,187671.89236602306
1691,183458.59515729596
1692,264678.9416478009
1693,177139.81200394023
1694,181825.62388205563
1695,174186.56535760846
1696,273424.7208145607
1697,172674.0793381672
1698,341368.65679809416
1699,312567.48295793595
1700,244100.1126969785
1701,256670.75987154295
1702,256479.78785993333
1703,258095.10879856578
1704,291328.3165546485
1705,234228.47668156735
1706,421928.7829892093
1707,216419.14066700067
1708,209878.84391197385
1709,269386.5067419994
1710,223379.47250416648
1711,278747.22137762466
1712,263956.0150249923
1713,276056.23830272147
1714,216729.36014027204
1715,200285.07784092744
1716,181773.0206958342
1717,164555.1906371842
1718,131940.65641949855
1719,206414.7148858229
1720,245526.22083407931
1721,166755.81890601374
1722,129101.02112997281
1723,164679.4399222304
1724,216239.36777148125
1725,230007.46542054423
1726,192625.12572380685
1727,178829.89092913948
1728,189743.48809695253
1729,162983.44276114178
1730,157762.92642347925
1731,125997.58603056606
1732,130510.15095653858
1733,125821.38214720946
1734,132015.59519093367
1735,135220.28516159076
1736,123193.29434160105
1737,307127.8465036112
1738,212235.97273803994
1739,272398.84792090504
1740,223457.5270217726
1741,192646.79479603533
1742,167905.76096513204
1743,171580.34835161924
1744,283452.5049183633
1745,206754.80066175014
1746,214001.88069975548
1747,209522.53231635838
1748,214466.74268397287
1749,162899.03992030772
1750,138701.51301901956
1751,212032.84527302757
1752,124293.4738611265
1753,147685.18051582619
1754,193377.48023645076
1755,170505.87088905426
1756,126612.540253952
1757,122637.30616531229
1758,153046.1222606744
1759,164487.06219876526
1760,164720.13924234742
1761,152621.53912593867
1762,186139.06043453023
1763,170328.48560110357
1764,123745.89199884249
1765,171586.38367207602
1766,177091.09120391338
1767,208214.85515356224
1768,140167.58733403665
1769,165710.75679361192
1770,143449.3607939886
1771,133849.7197101689
1772,135445.8109326331
1773,141096.69759838644
1774,142560.8571712272
1775,131473.80750921037
1776,122271.51047230884
1777,115970.75424664123
1778,131421.24453119832
1779,125418.64428410766
1780,171547.37004480415
1781,131504.2471446382
1782,106043.93290328447
1783,134560.02054672217
1784,106083.4685034165
1785,118601.53045034684
1786,158954.8276098757
1787,161972.75914814815
1788,79356.85331402694
1789,108742.35133064605
1790,100817.40108345875
1791,182152.4935857094
1792,147520.66468838157
1793,152157.87930698402
1794,136885.18121947127
1795,132355.55898869128
1796,139467.249444446
1797,120975.2389451737
1798,126633.46096401893
1799,113518.09928647635
1800,130135.13180160317
1801,128058.23328566017
1802,134040.6569611898
1803,150614.58273098382
1804,141241.5556513044
1805,138888.63391248317
1806,120671.42626999071
1807,139603.23722100953
1808,125653.27317490923
1809,122414.51463424106
1810,146067.63783949008
1811,113108.56976363377
1812,110081.74527253926
1813,120708.93715753725
1814,101157.06130990532
1815,75757.65186153902
1816,103641.76136413543
1817,132573.15727483167
1818,137030.59032887325
1819,128002.71244888358
1820,92615.99325210373
1821,119954.23088732442
1822,152684.07487060214
1823,75097.43970488514
1824,136978.80986539568
1825,140722.8943747957
1826,113198.5159274645
1827,109496.78564882585
1828,134374.65495113298
1829,119451.30914084584
1830,133556.70488770938
1831,142691.47758427588
1832,120895.16093531506
1833,145866.0065309432
1834,130531.66591983486
1835,142008.69948994913
1836,127822.91352401972
1837,104614.72249318288
1838,129086.58269300975
1839,99565.4767713204
1840,156670.10015296662
1841,139451.29725869134
1842,103566.14127667926
1843,146451.7355603072
1844,147041.16138355935
1845,152536.07075052598
1846,156435.77471583406
1847,170852.4090750587
1848,74916.34655305179
1849,121938.64864601928
1850,125035.47156328397
1851,157670.5381035431
1852,129000.583182173
1853,145950.11976699962
1854,167112.30130901857
1855,167804.84717779397
1856,218531.65633716114
1857,179096.64583987836
1858,143759.60929828513
1859,124401.52573310533
1860,154223.06307587313
1861,123145.84566091366
1862,285840.031161673
1863,280955.32645135553
1864,280955.32645135553
1865,326622.628341772
1866,323194.749674225
1867,244179.33876969796
1868,294282.04288589006
1869,200793.58332504242
1870,238358.5711236746
1871,257595.51586665682
1872,179623.1707795128
1873,218199.7766202376
1874,141792.96249570866
1875,201187.99960098244
1876,195677.81314922753
1877,213454.83647552942
1878,215698.31148067687
1879,132753.88548704312
1880,135180.14906437285
1881,251406.56864376154
1882,246312.1340450941
1883,201165.97545393277
1884,213680.35324378955
1885,249990.63301088763
1886,289655.8321761543
1887,208202.33061870947
1888,271336.8820440155
1889,177352.328396241
1890,136941.85237315967
1891,146174.44953245134
1892,113008.54847701368
1893,136138.78366473614
1894,130877.7628255871
1895,150247.96956888013
1896,129142.63725435054
1897,132772.56618112794
1898,122198.01223003157
1899,148329.86875598555
1900,136474.27638096412
1901,157548.93148402116
1902,139197.41366367138
1903,192734.02804867935
1904,136915.00873066887
1905,185255.7620390739
1906,152483.06019545332
1907,204297.402172217
1908,122609.35247607029
1909,138379.3435619545
1910,129614.14115111012
1911,191207.19066225484
1912,257830.3331693731
1913,153106.91822665295
1914,80682.81281547286
1915,309937.90503420244
1916,86439.39621472161
1917,258275.96464246273
1918,138665.31488919034
1919,165129.6585052671
1920,173767.91119924825
1921,392243.3304716676
1922,316374.7054620595
1923,198147.5354137538
1924,224005.4388860245
1925,219689.21249247066
1926,376304.88992217503
1927,135536.6880301662
1928,164100.3009550179
1929,124166.94474960532
1930,141620.5890153362
1931,149887.8323877836
1932,139514.45748985096
1933,180306.76402305468
1934,181524.76030529916
1935,178862.73110089873
1936,187200.17954883855
1937,184463.27510867093
1938,178558.28455793567
1939,254299.7717329316
1940,197653.566990557
1941,180550.45559703323
1942,185870.10039361904
1943,202856.15079723924
1944,324437.6224775382
1945,357124.59360336215
1946,163850.3493310693
1947,299710.87351836707
1948,180038.22247821995
1949,235885.75746415593
1950,172949.10052048176
1951,245094.06294699875
1952,215551.59767209814
1953,170319.59400093395
1954,187702.94553655546
1955,133778.87150695754
1956,270516.03043718
1957,163520.3680744787
1958,301939.4092874985
1959,144608.28428005864
1960,117521.43336907103
1961,125227.430495202
1962,101218.71255597411
1963,105708.19923941766
1964,115407.04942198884
1965,144159.8696393745
1966,143526.21708601096
1967,284983.35273717414
1968,405678.06718195975
1969,373783.0213052574
1970,407219.2910606428
1971,388472.11587014305
1972,344514.668758574
1973,279629.3759016206
1974,320054.6838377207
1975,434141.94366071426
1976,270964.3643477738
1977,349732.2137953924
1978,362252.02054501494
1979,317875.18262336275
1980,201194.9386687336
1981,330728.11349514744
1982,222279.9842559816
1983,214378.97292487777
1984,173195.59251759676
1985,217352.73889645177
1986,219279.2841153846
1987,184992.4672415138
1988,183595.1426645568
1989,195338.90038033246
1990,217839.28063455946
1991,210867.8100467702
1992,210453.94389644064
1993,179232.01491819427
1994,232101.03626274984
1995,184512.72847081497
1996,247477.55953954288
1997,309727.4443628532
1998,323235.6152439548
1999,254444.12800640106
2000,294672.4176178803
2001,288343.60925625125
2002,244915.5517851862
2003,257599.0120240091
2004,274795.1799131889
2005,228179.2427869562
2006,217922.9393925568
2007,250732.0197118857
2008,202502.98007625062
2009,198180.74595976705
2010,199031.83321233874
2011,136993.06849652407
2012,187959.6074312522
2013,184098.27435162567
2014,190861.4163586975
2015,198383.0904005495
2016,196240.78224117804
2017,201671.96480650615
2018,134531.80729404255
2019,133008.90301301266
2020,117653.0504291196
2021,121602.65102036609
2022,182013.3683479722
2023,151295.91550714558
2024,241515.87666656994
2025,328106.37611921487
2026,183898.5555830797
2027,158962.18747722154
2028,159533.1144948501
2029,169600.7893829334
2030,267539.3314492912
2031,229281.07965253564
2032,243225.8857302662
2033,254895.14360313106
2034,166390.51102051302
2035,200289.93330354177
2036,184801.14876666258
2037,188166.94984618117
2038,288314.8750267213
2039,218591.75396601472
2040,290949.26940803824
2041,266008.3739943584
2042,200500.9695450358
2043,165399.76222477286
2044,174036.9612645655
2045,205366.60856198013
2046,135532.80078834246
2047,149485.76815461676
2048,132586.54612850913
2049,135373.10860235
2050,168788.06572124496
2051,115949.44354806746
2052,134457.47017241837
2053,139069.16224545895
2054,99286.83149965666
2055,160003.14230200078
2056,143218.65181877514
2057,129282.89707838238
2058,212270.76091157141
2059,143512.38688743385
2060,162373.9350310465
2061,171640.81099948034
2062,137294.58238952456
2063,116405.2658454087
2064,136020.76069814328
2065,119889.59853441184
2066,177587.39627784328
2067,145310.81848985364
2068,141783.7558040704
2069,91312.971727726
2070,110079.33972199367
2071,107739.63501526303
2072,144318.9013650253
2073,146366.80869469815
2074,175689.785831775
2075,139778.4164877044
2076,124129.05733795562
2077,147037.98977356366
2078,130644.65668639552
2079,134867.31632304247
2080,116190.23109908243
2081,123163.350398144
2082,134102.5219227448
2083,135603.09524720974
2084,113505.62370998973
2085,130341.53878793526
2086,133298.56767236584
2087,121873.05354407139
2088,115994.58399519046
2089,95578.01332370739
2090,133030.93014191667
2091,125295.43716694224
2092,126880.87698717994
2093,138854.47398938143
2094,117608.14212171911
2095,146402.40310337103
2096,93125.43670936767
2097,104160.10879901904
2098,145809.52956240228
2099,77617.49720339253
2100,120203.45945245671
2101,131953.03657211806
2102,129440.6889561472
2103,108942.93752208665
2104,134656.0312718476
2105,124086.46304457176
2106,95206.43324703284
2107,204121.14383293077
2108,117211.64134937253
2109,113890.77386021959
2110,132040.8062974145
2111,142264.99825362206
2112,139070.36292619302
2113,121133.36235772764
2114,115994.0051156561
2115,151365.8405769434
2116,121268.25237956378
2117,141424.9615185458
2118,128481.00040755454
2119,112582.63952629494
2120,124743.60029113779
2121,97733.12944088198
2122,107590.21086678313
2123,102027.23357696953
2124,162645.60060791142
2125,134596.4733903871
2126,146316.70896540178
2127,145264.82792073363
2128,130998.70758268483
2129,107006.98973268298
2130,136067.46641356373
2131,156606.00405977565
2132,120175.63724292364
2133,121324.7663116745
2134,128558.90251834186
2135,112375.05101613473
2136,98087.35666384117
2137,119799.87261500004
2138,138142.17884501597
2139,152696.42680822746
2140,136767.96500319891
2141,151291.84647822
2142,135660.93744103372
2143,137425.40711264114
2144,130198.56385697231
2145,133546.325773583
2146,155483.77194083718
2147,164487.3830364762
2148,131660.79524602843
2149,144610.01242194723
2150,203884.90954453085
2151,120809.0753839764
2152,167682.05823319708
2153,158525.9406546333
2154,111743.01302668406
2155,129736.91952299872
2156,250078.6620271472
2157,238637.85676417538
2158,236635.72656709384
2159,210093.58870776446
2160,179539.6832710518
2161,247863.2923866094
2162,356112.3124653071
2163,343578.96849466744
2164,262083.58182619457
2165,187162.72332230734
2166,145823.2380381548
2167,210203.63687870267
2168,204363.5663988098
2169,195759.1435924073
2170,216995.9005330741
2171,143337.1530885357
2172,139672.0686941231
2173,160749.8406105799
2174,229246.00509008655
2175,285292.70625138126
2176,312698.1947242717
2177,244433.09086313925
2178,219594.227326912
2179,144087.20858748205
2180,229948.51936498258
2181,197091.3422619388
2182,224730.72961013886
2183,199514.7307161746
2184,132919.62607164253
2185,139555.26469935986
2186,144950.1226080082
2187,154778.46712116114
2188,156418.19325403054
2189,221400.28256359213
2190,90773.16672108877
2191,93160.46959572859
2192,101427.47712986074
2193,106594.44405357512
2194,108738.26984288065
2195,119815.74722471999
2196,119853.47438890832
2197,119185.76332774601
2198,149847.99278357282
2199,166442.63104222916
2200,132544.1682900067
2201,129420.67309968703
2202,179134.60625034253
2203,161101.02016282376
2204,172550.45010421175
2205,115757.28034805883
2206,135341.5576822701
2207,195478.09461969452
2208,218923.49262591376
2209,203397.64956917346
2210,126786.46970870087
2211,112475.38499293849
2212,114998.5706209032
2213,107530.65585757694
2214,150042.73389585558
2215,108927.62835629302
2216,151222.30189436206
2217,97767.57796060588
2218,99163.2035865693
2219,90262.02030462743
2220,98245.35145241044
2221,309000.9321175358
2222,263320.6222815056
2223,287818.40888297005
2224,224609.23588047546
2225,136467.02418263844
2226,202754.90190383035
2227,204707.64471166523
2228,271690.09077099065
2229,239694.0404267985
2230,167507.76356089144
2231,215549.52722707388
2232,189440.23893192087
2233,189093.1846320209
2234,246325.20905174545
2235,226456.32084520775
2236,270348.36146376183
2237,343938.5941926788
2238,212101.48494700342
2239,118307.11266164597
2240,162626.80289420128
2241,154741.12508653852
2242,133101.554628378
2243,134178.1035949081
2244,109026.0528868581
2245,114863.72611648106
2246,138964.18168611088
2247,114383.33501604902
2248,124844.5849675356
2249,127097.81599213283
2250,136046.18671196006
2251,132964.14303226786
2252,183298.4333571842
2253,170139.81691390413
2254,180459.0682477662
2255,189529.97961599636
2256,183441.60539910372
2257,208630.2930152195
2258,175900.56753651414
2259,181385.31947951895
2260,157445.90058571243
2261,187793.5443580709
2262,206774.60525573022
2263,342331.89328470535
2264,387162.4261936806
2265,161176.62683085466
2266,273681.1359864902
2267,342493.43516577897
2268,361224.1626180622
2269,154119.06524820215
2270,184091.02374509472
2271,216192.53188415006
2272,205479.67601972003
2273,164682.57055506526
2274,172304.2172872709
2275,171080.50824871828
2276,181703.75023438077
2277,178902.9103302169
2278,143126.78920276405
2279,131556.16053631625
2280,120848.17652176201
2281,185502.283724901
2282,194617.54437824417
2283,105329.03209318958
2284,115560.98381376846
2285,139155.85951295865
2286,127971.34676422623
2287,343092.502619865
2288,274288.05155579903
2289,356565.5694286754
2290,397661.70741138706
2291,337334.7951335306
2292,402899.67386273434
2293,425661.7754837663
2294,373402.01735790813
2295,428039.70022077893
2296,266109.38353572565
2297,319175.31322598265
2298,329389.4831204982
2299,355976.61661254347
2300,313686.14796960214
2301,301237.2927018825
2302,241698.35620577616
2303,237654.43638978776
2304,245265.207062506
2305,189409.11988042816
2306,191661.0112871623
2307,194915.43309694677
2308,227851.72288326867
2309,278543.54722797486
2310,215351.39143946767
2311,201232.90007241353
2312,178922.8045210119
2313,181490.3721783397
2314,180083.62515106506
2315,181409.62978499298
2316,202464.80035043185
2317,186851.35278042857
2318,182085.27486521602
2319,180330.67521768765
2320,185792.3783701447
2321,242828.05533896023
2322,185036.06252179347
2323,180687.47288365528
2324,181415.48459081363
2325,216430.95673497615
2326,177200.51563301962
2327,210265.67838759202
2328,221745.94147020296
2329,183094.30700447946
2330,183850.44201839677
2331,336005.41008659283
2332,348215.3865777233
2333,309522.95729409857
2334,260649.76719230405
2335,258408.6042294118
2336,311450.9072446097
2337,199378.1970127605
2338,270471.33134265064
2339,232489.9804331616
2340,382176.4011164841
2341,222021.8075980922
2342,229229.94904336423
2343,221833.33284552966
2344,233805.28113258435
2345,241519.54598703134
2346,212039.96888624894
2347,202358.86050666866
2348,225322.58250482994
2349,182680.72629739455
2350,303554.6821157825
2351,262624.4648571835
2352,252437.60313283736
2353,265649.78737504204
2354,128136.9000388704
2355,142221.92996094844
2356,155290.60494866205
2357,207537.56435491302
2358,203108.03476983812
2359,132950.24156683026
2360,120559.4684083591
2361,138322.58929224798
2362,256789.772897216
2363,141181.5269189583
2364,159624.51835901395
2365,217148.96375594474
2366,194214.58097096215
2367,221759.79211190986
2368,206988.14756202445
2369,221221.72770675353
2370,171417.0193049841
2371,169557.51118234548
2372,186378.23779147238
2373,251992.6592761672
2374,286642.9836967406
2375,242191.3880911077
2376,253945.10590680983
2377,299904.72431358264
2378,144482.9536739073
2379,190765.91281252404
2380,140752.92540080112
2381,158913.59513739016
2382,190232.40418318103
2383,208448.96821571962
2384,232392.1177147728
2385,163093.01331103715
2386,138523.91355857867
2387,136105.76428745373
2388,110864.58001825388
2389,132313.64828676076
2390,145347.65213005792
2391,139702.90488900171
2392,117423.24743322842
2393,159802.95848945482
2394,146649.75133466505
2395,197399.22843206895
2396,148680.77399045238
2397,197052.21638781016
2398,130708.35093897014
2399,76513.94894317858
2400,74323.18681082856
2401,117063.21827309632
2402,134396.84470529918
2403,134389.82789848986
2404,155271.54397220793
2405,159765.52780993943
2406,134980.91571128592
2407,128097.58603236447
2408,141035.8001489459
2409,139702.53397635123
2410,161244.9656009845
2411,125307.76734361134
2412,153822.787466457
2413,136172.7303958878
2414,131781.34677304717
2415,131347.86607548266
2416,123108.83460639937
2417,131748.6973309205
2418,124655.06977679343
2419,129910.14732434347
2420,132821.60140285984
2421,150178.80236206955
2422,119920.26834705447
2423,128444.79705971846
2424,153156.41498500246
2425,225353.55969215694
2426,133853.77338477926
2427,132508.77583405894
2428,168965.0854184752
2429,122743.8034092237
2430,129267.0105057349
2431,131513.16727968561
2432,135524.26801023225
2433,142279.21207108858
2434,140050.15913218624
2435,148283.86290454358
2436,113393.09267436573
2437,116768.4366882416
2438,133101.5438874404
2439,120827.5652680057
2440,121804.1778374321
2441,111762.13627703354
2442,112219.6035621143
2443,121372.79589157394
2444,139668.1858724471
2445,98512.19817694713
2446,129814.62198843922
2447,187020.01161430817
2448,146848.51836907686
2449,114605.01853064894
2450,139285.58692872289
2451,134607.0315711699
2452,203593.13569149253
2453,103937.03134662166
2454,142017.7545596514
2455,122207.1943849975
2456,126343.56180750561
2457,124503.73672771256
2458,123270.8557925125
2459,110188.16402515223
2460,141348.25596229432
2461,117706.01445586285
2462,133069.9454123784
2463,115668.97430146448
2464,159672.77101115015
2465,128202.76140134304
2466,120621.60798936346
2467,147632.2552245123
2468,98630.67971011915
2469,94181.04696193698
2470,192743.98557894494
2471,179754.2625676758
2472,168062.55770865385
2473,126224.34234799896
